multiclass_bard_level18_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_bard_level18_sd18_widening_deterministic_input.txt	class_level=class:bard:18	class_level=class:bard:18\nclass_level=class:fighter:1
multiclass_bard_level19_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_bard_level19_sd18_widening_deterministic_input.txt	class_level=class:bard:19	class_level=class:bard:19\nclass_level=class:fighter:1
multiclass_bard_level20_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_bard_level20_sd18_widening_deterministic_input.txt	class_level=class:bard:20	class_level=class:bard:20\nclass_level=class:fighter:1
multiclass_cleric_level11_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_cleric_level11_sd18_widening_deterministic_input.txt	class_level=class:cleric:11	class_level=class:cleric:11\nclass_level=class:fighter:1
multiclass_cleric_level12_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_cleric_level12_sd18_widening_deterministic_input.txt	class_level=class:cleric:12	class_level=class:cleric:12\nclass_level=class:fighter:1
multiclass_cleric_level13_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_cleric_level13_sd18_widening_deterministic_input.txt	class_level=class:cleric:13	class_level=class:cleric:13\nclass_level=class:fighter:1
multiclass_cleric_level14_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_cleric_level14_sd18_widening_deterministic_input.txt	class_level=class:cleric:14	class_level=class:cleric:14\nclass_level=class:fighter:1
multiclass_cleric_level15_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_cleric_level15_sd18_widening_deterministic_input.txt	class_level=class:cleric:15	class_level=class:cleric:15\nclass_level=class:fighter:1
multiclass_cleric_level16_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_cleric_level16_sd18_widening_deterministic_input.txt	class_level=class:cleric:16	class_level=class:cleric:16\nclass_level=class:fighter:1
multiclass_cleric_level17_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_cleric_level17_sd18_widening_deterministic_input.txt	class_level=class:cleric:17	class_level=class:cleric:17\nclass_level=class:fighter:1
multiclass_cleric_level18_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_cleric_level18_sd18_widening_deterministic_input.txt	class_level=class:cleric:18	class_level=class:cleric:18\nclass_level=class:fighter:1
multiclass_cleric_level19_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_cleric_level19_sd18_widening_deterministic_input.txt	class_level=class:cleric:19	class_level=class:cleric:19\nclass_level=class:fighter:1
multiclass_cleric_level20_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_cleric_level20_sd18_widening_deterministic_input.txt	class_level=class:cleric:20	class_level=class:cleric:20\nclass_level=class:fighter:1
multiclass_monk_level12_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_monk_level12_sd18_widening_deterministic_input.txt	class_level=class:monk:12	class_level=class:monk:12\nclass_level=class:fighter:1
multiclass_paladin_level12_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_paladin_level12_sd18_widening_deterministic_input.txt	class_level=class:paladin:12	class_level=class:paladin:12\nclass_level=class:fighter:1
multiclass_paladin_level13_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_paladin_level13_sd18_widening_deterministic_input.txt	class_level=class:paladin:13	class_level=class:paladin:13\nclass_level=class:fighter:1
multiclass_paladin_level14_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_paladin_level14_sd18_widening_deterministic_input.txt	class_level=class:paladin:14	class_level=class:paladin:14\nclass_level=class:fighter:1
multiclass_paladin_level15_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_paladin_level15_sd18_widening_deterministic_input.txt	class_level=class:paladin:15	class_level=class:paladin:15\nclass_level=class:fighter:1
multiclass_paladin_level16_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_paladin_level16_sd18_widening_deterministic_input.txt	class_level=class:paladin:16	class_level=class:paladin:16\nclass_level=class:fighter:1
multiclass_paladin_level17_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_paladin_level17_sd18_widening_deterministic_input.txt	class_level=class:paladin:17	class_level=class:paladin:17\nclass_level=class:fighter:1
multiclass_paladin_level18_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_paladin_level18_sd18_widening_deterministic_input.txt	class_level=class:paladin:18	class_level=class:paladin:18\nclass_level=class:fighter:1
multiclass_paladin_level19_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_paladin_level19_sd18_widening_deterministic_input.txt	class_level=class:paladin:19	class_level=class:paladin:19\nclass_level=class:fighter:1
multiclass_paladin_level20_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_paladin_level20_sd18_widening_deterministic_input.txt	class_level=class:paladin:20	class_level=class:paladin:20\nclass_level=class:fighter:1
multiclass_ranger_level12_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_ranger_level12_sd18_camouflage_deterministic_input.txt	class_level=class:ranger:12	class_level=class:ranger:12\nclass_level=class:fighter:1
multiclass_ranger_level13_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_ranger_level13_sd18_third_favored_terrain_deterministic_input.txt	class_level=class:ranger:13	class_level=class:ranger:13\nclass_level=class:fighter:1
multiclass_ranger_level14_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_ranger_level14_sd18_fourth_combat_style_feat_deterministic_input.txt	class_level=class:ranger:14	class_level=class:ranger:14\nclass_level=class:fighter:1
multiclass_ranger_level15_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_ranger_level15_sd18_fourth_favored_enemy_deterministic_input.txt	class_level=class:ranger:15	class_level=class:ranger:15\nclass_level=class:fighter:1
multiclass_ranger_level18_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_ranger_level18_sd18_fourth_favored_terrain_and_fifth_combat_style_feat_deterministic_input.txt	class_level=class:ranger:18	class_level=class:ranger:18\nclass_level=class:fighter:1
multiclass_ranger_level19_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_ranger_level19_sd18_improved_quarry_deterministic_input.txt	class_level=class:ranger:19	class_level=class:ranger:19\nclass_level=class:fighter:1
multiclass_rogue_level12_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_rogue_level12_sd18_widening_deterministic_input.txt	class_level=class:rogue:12	class_level=class:rogue:12\nclass_level=class:fighter:1
multiclass_rogue_level13_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_rogue_level13_sd18_widening_deterministic_input.txt	class_level=class:rogue:13	class_level=class:rogue:13\nclass_level=class:fighter:1
multiclass_rogue_level14_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_rogue_level14_sd18_widening_deterministic_input.txt	class_level=class:rogue:14	class_level=class:rogue:14\nclass_level=class:fighter:1
multiclass_rogue_level15_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_rogue_level15_sd18_widening_deterministic_input.txt	class_level=class:rogue:15	class_level=class:rogue:15\nclass_level=class:fighter:1
multiclass_rogue_level16_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_rogue_level16_sd18_widening_deterministic_input.txt	class_level=class:rogue:16	class_level=class:rogue:16\nclass_level=class:fighter:1
multiclass_rogue_level17_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_rogue_level17_sd18_widening_deterministic_input.txt	class_level=class:rogue:17	class_level=class:rogue:17\nclass_level=class:fighter:1
multiclass_rogue_level18_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_rogue_level18_sd18_widening_deterministic_input.txt	class_level=class:rogue:18	class_level=class:rogue:18\nclass_level=class:fighter:1
multiclass_rogue_level19_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_rogue_level19_sd18_widening_deterministic_input.txt	class_level=class:rogue:19	class_level=class:rogue:19\nclass_level=class:fighter:1
multiclass_rogue_level20_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_rogue_level20_sd18_widening_deterministic_input.txt	class_level=class:rogue:20	class_level=class:rogue:20\nclass_level=class:fighter:1
multiclass_sorcerer_level11_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_sorcerer_level11_sd18_widening_deterministic_input.txt	class_level=class:sorcerer:11	class_level=class:sorcerer:11\nclass_level=class:fighter:1
multiclass_sorcerer_level12_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_sorcerer_level12_sd18_widening_deterministic_input.txt	class_level=class:sorcerer:12	class_level=class:sorcerer:12\nclass_level=class:fighter:1
multiclass_sorcerer_level13_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_sorcerer_level13_sd18_widening_deterministic_input.txt	class_level=class:sorcerer:13	class_level=class:sorcerer:13\nclass_level=class:fighter:1
multiclass_sorcerer_level14_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_sorcerer_level14_sd18_widening_deterministic_input.txt	class_level=class:sorcerer:14	class_level=class:sorcerer:14\nclass_level=class:fighter:1
multiclass_sorcerer_level15_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_sorcerer_level15_sd18_widening_deterministic_input.txt	class_level=class:sorcerer:15	class_level=class:sorcerer:15\nclass_level=class:fighter:1
multiclass_sorcerer_level16_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_sorcerer_level16_sd18_widening_deterministic_input.txt	class_level=class:sorcerer:16	class_level=class:sorcerer:16\nclass_level=class:fighter:1
multiclass_sorcerer_level17_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_sorcerer_level17_sd18_widening_deterministic_input.txt	class_level=class:sorcerer:17	class_level=class:sorcerer:17\nclass_level=class:fighter:1
multiclass_sorcerer_level18_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_sorcerer_level18_sd18_widening_deterministic_input.txt	class_level=class:sorcerer:18	class_level=class:sorcerer:18\nclass_level=class:fighter:1
multiclass_sorcerer_level19_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_sorcerer_level19_sd18_widening_deterministic_input.txt	class_level=class:sorcerer:19	class_level=class:sorcerer:19\nclass_level=class:fighter:1
multiclass_sorcerer_level20_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_sorcerer_level20_sd18_widening_deterministic_input.txt	class_level=class:sorcerer:20	class_level=class:sorcerer:20\nclass_level=class:fighter:1
multiclass_barbarian_level2_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_barbarian_level2_sd13_deterministic_input.txt	class_level=class:barbarian:2	class_level=class:barbarian:2\nclass_level=class:fighter:1
multiclass_barbarian_level3_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_barbarian_level3_sd13_deterministic_input.txt	class_level=class:barbarian:3	class_level=class:barbarian:3\nclass_level=class:fighter:1
multiclass_barbarian_level4_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_barbarian_level4_sd13_deterministic_input.txt	class_level=class:barbarian:4	class_level=class:barbarian:4\nclass_level=class:fighter:1
multiclass_barbarian_level5_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_barbarian_level5_sd13_deterministic_input.txt	class_level=class:barbarian:5	class_level=class:barbarian:5\nclass_level=class:fighter:1
multiclass_barbarian_level6_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_barbarian_level6_sd13_deterministic_input.txt	class_level=class:barbarian:6	class_level=class:barbarian:6\nclass_level=class:fighter:1
multiclass_barbarian_level7_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_barbarian_level7_sd13_deterministic_input.txt	class_level=class:barbarian:7	class_level=class:barbarian:7\nclass_level=class:fighter:1
multiclass_barbarian_level8_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_barbarian_level8_sd13_deterministic_input.txt	class_level=class:barbarian:8	class_level=class:barbarian:8\nclass_level=class:fighter:1
multiclass_bard_level2_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_bard_level2_sd13_deterministic_input.txt	class_level=class:bard:2	class_level=class:bard:2\nclass_level=class:fighter:1
multiclass_bard_level3_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_bard_level3_sd13_deterministic_input.txt	class_level=class:bard:3	class_level=class:bard:3\nclass_level=class:fighter:1
multiclass_bard_level4_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_bard_level4_sd13_deterministic_input.txt	class_level=class:bard:4	class_level=class:bard:4\nclass_level=class:fighter:1
multiclass_bard_level5_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_bard_level5_sd13_deterministic_input.txt	class_level=class:bard:5	class_level=class:bard:5\nclass_level=class:fighter:1
multiclass_bard_level6_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_bard_level6_sd13_deterministic_input.txt	class_level=class:bard:6	class_level=class:bard:6\nclass_level=class:fighter:1
multiclass_bard_level7_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_bard_level7_sd13_deterministic_input.txt	class_level=class:bard:7	class_level=class:bard:7\nclass_level=class:fighter:1
multiclass_bard_level8_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_bard_level8_sd13_deterministic_input.txt	class_level=class:bard:8	class_level=class:bard:8\nclass_level=class:fighter:1
multiclass_bard_level9_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_bard_level9_sd13_deterministic_input.txt	class_level=class:bard:9	class_level=class:bard:9\nclass_level=class:fighter:1
multiclass_cleric_level10_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_cleric_level10_sd13_deterministic_input.txt	class_level=class:cleric:10	class_level=class:cleric:10\nclass_level=class:fighter:1
multiclass_cleric_level2_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_cleric_level2_sd13_deterministic_input.txt	class_level=class:cleric:2	class_level=class:cleric:2\nclass_level=class:fighter:1
multiclass_cleric_level3_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_cleric_level3_sd13_deterministic_input.txt	class_level=class:cleric:3	class_level=class:cleric:3\nclass_level=class:fighter:1
multiclass_cleric_level4_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_cleric_level4_sd13_deterministic_input.txt	class_level=class:cleric:4	class_level=class:cleric:4\nclass_level=class:fighter:1
multiclass_cleric_level5_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_cleric_level5_sd13_deterministic_input.txt	class_level=class:cleric:5	class_level=class:cleric:5\nclass_level=class:fighter:1
multiclass_cleric_level6_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_cleric_level6_sd13_deterministic_input.txt	class_level=class:cleric:6	class_level=class:cleric:6\nclass_level=class:fighter:1
multiclass_cleric_level7_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_cleric_level7_sd13_deterministic_input.txt	class_level=class:cleric:7	class_level=class:cleric:7\nclass_level=class:fighter:1
multiclass_cleric_level8_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_cleric_level8_sd13_deterministic_input.txt	class_level=class:cleric:8	class_level=class:cleric:8\nclass_level=class:fighter:1
multiclass_cleric_level9_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_cleric_level9_sd13_deterministic_input.txt	class_level=class:cleric:9	class_level=class:cleric:9\nclass_level=class:fighter:1
multiclass_monk_level10_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_monk_level10_sd13_deterministic_input.txt	class_level=class:monk:10	class_level=class:monk:10\nclass_level=class:fighter:1
multiclass_monk_level2_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_monk_level2_sd13_deterministic_input.txt	class_level=class:monk:2	class_level=class:monk:2\nclass_level=class:fighter:1
multiclass_monk_level3_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_monk_level3_sd13_deterministic_input.txt	class_level=class:monk:3	class_level=class:monk:3\nclass_level=class:fighter:1
multiclass_monk_level4_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_monk_level4_sd13_deterministic_input.txt	class_level=class:monk:4	class_level=class:monk:4\nclass_level=class:fighter:1
multiclass_monk_level5_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_monk_level5_sd13_deterministic_input.txt	class_level=class:monk:5	class_level=class:monk:5\nclass_level=class:fighter:1
multiclass_monk_level6_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_monk_level6_sd13_deterministic_input.txt	class_level=class:monk:6	class_level=class:monk:6\nclass_level=class:fighter:1
multiclass_monk_level7_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_monk_level7_sd13_deterministic_input.txt	class_level=class:monk:7	class_level=class:monk:7\nclass_level=class:fighter:1
multiclass_monk_level8_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_monk_level8_sd13_deterministic_input.txt	class_level=class:monk:8	class_level=class:monk:8\nclass_level=class:fighter:1
multiclass_monk_level9_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_monk_level9_sd13_deterministic_input.txt	class_level=class:monk:9	class_level=class:monk:9\nclass_level=class:fighter:1
multiclass_paladin_level10_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_paladin_level10_sd13_deterministic_input.txt	class_level=class:paladin:10	class_level=class:paladin:10\nclass_level=class:fighter:1
multiclass_paladin_level8_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_paladin_level8_sd13_deterministic_input.txt	class_level=class:paladin:8	class_level=class:paladin:8\nclass_level=class:fighter:1
multiclass_paladin_level9_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_paladin_level9_sd13_deterministic_input.txt	class_level=class:paladin:9	class_level=class:paladin:9\nclass_level=class:fighter:1
multiclass_ranger_level2_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_ranger_level2_sd13_deterministic_input.txt	class_level=class:ranger:2	class_level=class:ranger:2\nclass_level=class:fighter:1
multiclass_ranger_level3_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_ranger_level3_sd13_deterministic_input.txt	class_level=class:ranger:3	class_level=class:ranger:3\nclass_level=class:fighter:1
multiclass_ranger_level4_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_ranger_level4_sd13_deterministic_input.txt	class_level=class:ranger:4	class_level=class:ranger:4\nclass_level=class:fighter:1
multiclass_ranger_level5_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_ranger_level5_sd13_deterministic_input.txt	class_level=class:ranger:5	class_level=class:ranger:5\nclass_level=class:fighter:1
multiclass_ranger_level6_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_ranger_level6_sd13_deterministic_input.txt	class_level=class:ranger:6	class_level=class:ranger:6\nclass_level=class:fighter:1
multiclass_ranger_level7_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_ranger_level7_sd13_deterministic_input.txt	class_level=class:ranger:7	class_level=class:ranger:7\nclass_level=class:fighter:1
multiclass_ranger_level8_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_ranger_level8_sd13_deterministic_input.txt	class_level=class:ranger:8	class_level=class:ranger:8\nclass_level=class:fighter:1
multiclass_rogue_level2_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_rogue_level2_sd13_deterministic_input.txt	class_level=class:rogue:2	class_level=class:rogue:2\nclass_level=class:fighter:1
multiclass_rogue_level3_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_rogue_level3_sd13_deterministic_input.txt	class_level=class:rogue:3	class_level=class:rogue:3\nclass_level=class:fighter:1
multiclass_rogue_level4_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_rogue_level4_sd13_deterministic_input.txt	class_level=class:rogue:4	class_level=class:rogue:4\nclass_level=class:fighter:1
multiclass_rogue_level5_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_rogue_level5_sd13_deterministic_input.txt	class_level=class:rogue:5	class_level=class:rogue:5\nclass_level=class:fighter:1
multiclass_rogue_level6_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_rogue_level6_sd13_deterministic_input.txt	class_level=class:rogue:6	class_level=class:rogue:6\nclass_level=class:fighter:1
multiclass_rogue_level7_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_rogue_level7_sd13_deterministic_input.txt	class_level=class:rogue:7	class_level=class:rogue:7\nclass_level=class:fighter:1
multiclass_rogue_level8_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_rogue_level8_sd13_deterministic_input.txt	class_level=class:rogue:8	class_level=class:rogue:8\nclass_level=class:fighter:1
multiclass_sorcerer_level10_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_sorcerer_level10_sd13_deterministic_input.txt	class_level=class:sorcerer:10	class_level=class:sorcerer:10\nclass_level=class:fighter:1
multiclass_sorcerer_level2_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_sorcerer_level2_sd13_deterministic_input.txt	class_level=class:sorcerer:2	class_level=class:sorcerer:2\nclass_level=class:fighter:1
multiclass_sorcerer_level3_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_sorcerer_level3_sd13_deterministic_input.txt	class_level=class:sorcerer:3	class_level=class:sorcerer:3\nclass_level=class:fighter:1
multiclass_sorcerer_level4_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_sorcerer_level4_sd13_deterministic_input.txt	class_level=class:sorcerer:4	class_level=class:sorcerer:4\nclass_level=class:fighter:1
multiclass_sorcerer_level5_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_sorcerer_level5_sd13_deterministic_input.txt	class_level=class:sorcerer:5	class_level=class:sorcerer:5\nclass_level=class:fighter:1
multiclass_sorcerer_level6_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_sorcerer_level6_sd13_deterministic_input.txt	class_level=class:sorcerer:6	class_level=class:sorcerer:6\nclass_level=class:fighter:1
multiclass_sorcerer_level7_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_sorcerer_level7_sd13_deterministic_input.txt	class_level=class:sorcerer:7	class_level=class:sorcerer:7\nclass_level=class:fighter:1
multiclass_sorcerer_level8_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_sorcerer_level8_sd13_deterministic_input.txt	class_level=class:sorcerer:8	class_level=class:sorcerer:8\nclass_level=class:fighter:1
multiclass_sorcerer_level9_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_sorcerer_level9_sd13_deterministic_input.txt	class_level=class:sorcerer:9	class_level=class:sorcerer:9\nclass_level=class:fighter:1
multiclass_barbarian_is_not_promoted_by_this_slice	tests/fixtures/rules_core/pf1_human_barbarian_level1_sd13_deterministic_input.txt	class_level=class:barbarian:1	class_level=class:barbarian:1\nclass_level=class:fighter:1
multiclass_barbarian_does_not_gain_rage_power_records	tests/fixtures/rules_core/pf1_human_barbarian_level10_sd13_five_rage_powers_deterministic_input.txt	class_level=class:barbarian:10	class_level=class:barbarian:10\nclass_level=class:fighter:1
multiclass_bard_does_not_gain_bonus_records	tests/fixtures/rules_core/pf1_human_bard_level10_sd13_deterministic_input.txt	class_level=class:bard:10	class_level=class:bard:10\nclass_level=class:fighter:1
multiclass_bard_does_not_gain_spell_level_access	tests/fixtures/rules_core/pf1_human_bard_level10_sd13_deterministic_input.txt	class_level=class:bard:10	class_level=class:bard:10\nclass_level=class:fighter:1
multiclass_bard_does_not_gain_dc_records	tests/fixtures/rules_core/pf1_human_bard_level10_sd13_deterministic_input.txt	class_level=class:bard:10	class_level=class:bard:10\nclass_level=class:fighter:1
multiclass_bard_does_not_gain_known_records	tests/fixtures/rules_core/pf1_human_bard_level10_sd13_deterministic_input.txt	class_level=class:bard:10	class_level=class:bard:10\nclass_level=class:fighter:1
multiclass_bard_does_not_gain_per_day_records	tests/fixtures/rules_core/pf1_human_bard_level10_sd13_deterministic_input.txt	class_level=class:bard:10	class_level=class:bard:10\nclass_level=class:fighter:1
